Gene,Sign,locus
mgtA,+,b4242
mgtS,+,b4599
mhpF,+,b0351
mhpE,+,b0352
mhpD,+,b0350
mhpC,+,b0349
mhpB,+,b0348
mhpA,+,b0347
mhpF,+,b0351
mhpE,+,b0352
mhpD,+,b0350
mhpC,+,b0349
mhpB,+,b0348
mhpA,+,b0347
lacI,+,b0345
mhpR,+,b0346
mhpT,-,b0353
micF,-,b4439
micF,+,b4439
micF,-,b4439
micF,-,b4439
micF,-,b4439
micF,-,b4439
micF,-,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,-,b4439
micF,-,b4439
micF,+,b4439
micF,-,b4439
micF,-,b4439
micF,-,b4439
micF,-,b4439
micF,-,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,+,b4439
micF,-,b4439
mioC,-,b3742
mioC,-,b3742
mioC,-,b3742
mioC,-,b3742
mipA,+,b1782
mlaF,+,b3195
mlaE,+,b3194
mlaD,+,b3193
mlaC,+,b3192
mlaB,+,b3191
bidA,+,b1593
mlc,+,b1594
bidA,-,b1593
mlc,-,b1594
mlc,-,b1594
mlc,-,b1594
bidA,+,b1593
mlc,+,b1594
bidA,-,b1593
mlc,-,b1594
mlrA,-,b2127
mlrA,-,b2127
mltF,+,b2558
mngB,-,b0732
mngA,-,b0731
mngB,-,b0732
mngA,-,b0731
mngR,-,b0730
mngR,-,b0730
mnmG,-,b3741
rsmG,-,b3740
mntH,+,b2392
mntH,+,b2392
mntH,-,b2392
mntH,-,b2392
mntP,+,b1821
mntP,+,b1821
mntP,+,b1821
moaA,-,b0781
moaB,-,b0782
moaC,-,b0783
moaD,-,b0784
moaE,-,b0785
moaA,+,b0781
moaB,+,b0782
moaC,+,b0783
moaD,+,b0784
moaE,+,b0785
moaE,+,b0785
moaD,+,b0784
moaC,+,b0783
moaB,+,b0782
moaA,+,b0781
modA,+,b0763
modB,+,b0764
modC,+,b0765
modA,-,b0763
modB,-,b0764
modC,-,b0765
moeB,+,b0826
moeA,+,b0827
moeB,-,b0826
moeA,-,b0827
moeB,+,b0826
moeA,+,b0827
moeB,+,b0826
moeA,+,b0827
moeB,+,b0826
moeA,+,b0827
motR,-,b4828
cheW,-,b1887
cheA,-,b1888
motB,-,b1889
motA,-,b1890
mpl,+,b4233
mpl,-,b4233
mpl,+,b4233
mpl,-,b4233
mprA,-,b2684
emrA,-,b2685
emrB,-,b2686
mqsR,-,b3022
mqsA,-,b3021
mqsR,-,b3022
mqsA,-,b3021
ftsO,-,b4810
lpxC,-,b0096
ftsZ,-,b0095
ftsA,-,b0094
ftsQ,-,b0093
ddlB,-,b0092
murC,-,b0091
murG,-,b0090
ftsW,-,b0089
murD,-,b0088
mraY,-,b0087
murF,-,b0086
murE,-,b0085
ftsI,-,b0084
ftsL,-,b0083
rsmH,-,b0082
mraZ,-,b0081
ftsO,-,b4810
lpxC,-,b0096
ftsZ,-,b0095
ftsA,-,b0094
ftsQ,-,b0093
ddlB,-,b0092
murC,-,b0091
murG,-,b0090
ftsW,-,b0089
murD,-,b0088
mraY,-,b0087
murF,-,b0086
murE,-,b0085
ftsI,-,b0084
ftsL,-,b0083
rsmH,-,b0082
mraZ,-,b0081
ftsO,-,b4810
lpxC,-,b0096
ftsZ,-,b0095
ftsA,-,b0094
ftsQ,-,b0093
ddlB,-,b0092
murC,-,b0091
murG,-,b0090
ftsW,-,b0089
murD,-,b0088
mraY,-,b0087
murF,-,b0086
murE,-,b0085
ftsI,-,b0084
ftsL,-,b0083
rsmH,-,b0082
mraZ,-,b0081
ftsO,-,b4810
lpxC,-,b0096
ftsZ,-,b0095
ftsA,-,b0094
ftsQ,-,b0093
ddlB,-,b0092
murC,-,b0091
murG,-,b0090
ftsW,-,b0089
murD,-,b0088
mraY,-,b0087
murF,-,b0086
murE,-,b0085
ftsI,-,b0084
ftsL,-,b0083
rsmH,-,b0082
mraZ,-,b0081
mreB,-,b3251
mreD,-,b3249
mreC,-,b3250
msrA,-,b4219
msrA,-,b4219
mtlA,+,b3599
mtlD,+,b3600
mtlR,+,b3601
mtlA,+,b3599
mtlD,+,b3600
mtlR,+,b3601
mtlA,+,b3599
mtlD,+,b3600
mtlR,+,b3601
mtlA,+,b3599
mtlD,+,b3600
mtlR,+,b3601
mtlA,+,b3599
mtlD,+,b3600
mtlR,+,b3601
mtlA,-,b3599
mtlD,-,b3600
mtlR,-,b3601
mtlA,-,b3599
mtlD,-,b3600
mtlR,-,b3601
mtr,-,b3161
mtr,-,b3161
mtr,-,b3161
mtr,-,b3161
mtr,+,b3161
mtr,+,b3161
murP,+,b2429
murQ,+,b2428
murP,-,b2429
murQ,-,b2428
murP,-,b2429
murQ,-,b2428
murP,+,b2429
murQ,+,b2428
murP,-,b2429
murQ,-,b2428
murP,-,b2429
murQ,-,b2428
murP,+,b2429
murQ,+,b2428
murP,-,b2429
murQ,-,b2428
murP,-,b2429
murQ,-,b2428
murR,+,b2427
murR,-,b2427
murR,-,b2427
murR,+,b2427
nac,-,b1988
nac,-,b1988
nac,-,b1988
pnuC,-,b0751
nadA,-,b0750
nadB,-,b2574
nadC,+,b0109
nagA,+,b0677
umpH,-,b0675
nagC,-,b0676
nagA,-,b0677
nagB,-,b0678
umpH,+,b0675
nagC,+,b0676
nagA,+,b0677
nagB,+,b0678
umpH,-,b0675
nagC,-,b0676
nagA,-,b0677
nagB,-,b0678
umpH,+,b0675
nagC,+,b0676
nagA,+,b0677
nagB,+,b0678
umpH,-,b0675
nagC,-,b0676
nagA,-,b0677
nagB,-,b0678
umpH,-,b0675
nagC,-,b0676
nagA,-,b0677
nagB,-,b0678
nagE,+,b0679
nagE,-,b0679
nagE,-,b0679
nagE,+,b0679
nagE,-,b0679
nagE,-,b0679
nanA,+,b3225
nanQ,+,b3221
nanK,+,b3222
nanE,+,b3223
nanT,+,b3224
nanA,-,b3225
nanQ,-,b3221
nanK,-,b3222
nanE,-,b3223
nanT,-,b3224
nanA,-,b3225
nanQ,-,b3221
nanK,-,b3222
nanE,-,b3223
nanT,-,b3224
nanA,-,b3225
nanQ,-,b3221
nanK,-,b3222
nanE,-,b3223
nanT,-,b3224
nanA,-,b3225
nanQ,-,b3221
nanK,-,b3222
nanE,-,b3223
nanT,-,b3224
nanA,-,b3225
nanQ,-,b3221
nanK,-,b3222
nanE,-,b3223
nanT,-,b3224
nanA,-,b3225
nanQ,-,b3221
nanK,-,b3222
nanE,-,b3223
nanT,-,b3224
nanS,+,b4309
nanM,+,b4310
nanC,+,b4311
nanS,-,b4309
nanM,-,b4310
nanC,-,b4311
nanS,-,b4309
nanM,-,b4310
nanC,-,b4311
nanS,-,b4309
nanM,-,b4310
nanC,-,b4311
nanS,-,b4309
nanM,-,b4310
nanC,-,b4311
nanS,-,b4309
nanM,-,b4310
nanC,-,b4311
ccmH,+,b2194
ccmG,+,b2195
ccmF,+,b2196
ccmE,+,b2197
ccmD,+,b2198
ccmC,+,b2199
ccmB,+,b2200
ccmA,+,b2201
napC,+,b2202
napB,+,b2203
napH,+,b2204
napG,+,b2205
napA,+,b2206
napD,+,b2207
napF,+,b2208
ccmH,+,b2194
ccmG,+,b2195
ccmF,+,b2196
ccmE,+,b2197
ccmD,+,b2198
ccmC,+,b2199
ccmB,+,b2200
ccmA,+,b2201
napC,+,b2202
napB,+,b2203
napH,+,b2204
napG,+,b2205
napA,+,b2206
napD,+,b2207
napF,+,b2208
ccmH,-,b2194
ccmG,-,b2195
ccmF,-,b2196
ccmE,-,b2197
ccmD,-,b2198
ccmC,-,b2199
ccmB,-,b2200
ccmA,-,b2201
napC,-,b2202
napB,-,b2203
napH,-,b2204
napG,-,b2205
napA,-,b2206
napD,-,b2207
napF,-,b2208
ccmH,-,b2194
ccmG,-,b2195
ccmF,-,b2196
ccmE,-,b2197
ccmD,-,b2198
ccmC,-,b2199
ccmB,-,b2200
ccmA,-,b2201
napC,-,b2202
napB,-,b2203
napH,-,b2204
napG,-,b2205
napA,-,b2206
napD,-,b2207
napF,-,b2208
ccmH,+,b2194
ccmG,+,b2195
ccmF,+,b2196
ccmE,+,b2197
ccmD,+,b2198
ccmC,+,b2199
ccmB,+,b2200
ccmA,+,b2201
napC,+,b2202
napB,+,b2203
napH,+,b2204
napG,+,b2205
napA,+,b2206
napD,+,b2207
napF,+,b2208
ccmH,+,b2194
ccmG,+,b2195
ccmF,+,b2196
ccmE,+,b2197
ccmD,+,b2198
ccmC,+,b2199
ccmB,+,b2200
ccmA,+,b2201
napC,+,b2202
napB,+,b2203
napH,+,b2204
napG,+,b2205
napA,+,b2206
napD,+,b2207
napF,+,b2208
ccmH,+,b2194
ccmG,+,b2195
ccmF,+,b2196
ccmE,+,b2197
ccmD,+,b2198
ccmC,+,b2199
ccmB,+,b2200
ccmA,+,b2201
napC,+,b2202
napB,+,b2203
napH,+,b2204
napG,+,b2205
napA,+,b2206
napD,+,b2207
napF,+,b2208
ccmH,+,b2194
ccmG,+,b2195
ccmF,+,b2196
ccmE,+,b2197
ccmD,+,b2198
ccmC,+,b2199
ccmB,+,b2200
ccmA,+,b2201
napC,+,b2202
napB,+,b2203
napH,+,b2204
napG,+,b2205
napA,+,b2206
napD,+,b2207
napF,+,b2208
ccmH,-,b2194
ccmG,-,b2195
ccmF,-,b2196
ccmE,-,b2197
ccmD,-,b2198
ccmC,-,b2199
ccmB,-,b2200
ccmA,-,b2201
napC,-,b2202
napB,-,b2203
napH,-,b2204
napG,-,b2205
napA,-,b2206
napD,-,b2207
napF,-,b2208
ccmH,-,b2194
ccmG,-,b2195
ccmF,-,b2196
ccmE,-,b2197
ccmD,-,b2198
ccmC,-,b2199
ccmB,-,b2200
ccmA,-,b2201
napC,-,b2202
napB,-,b2203
napH,-,b2204
napG,-,b2205
napA,-,b2206
napD,-,b2207
napF,-,b2208
ccmH,-,b2194
ccmG,-,b2195
ccmF,-,b2196
ccmE,-,b2197
ccmD,-,b2198
ccmC,-,b2199
ccmB,-,b2200
ccmA,-,b2201
napC,-,b2202
napB,-,b2203
napH,-,b2204
napG,-,b2205
napA,-,b2206
napD,-,b2207
napF,-,b2208
ccmH,-,b2194
ccmG,-,b2195
ccmF,-,b2196
ccmE,-,b2197
ccmD,-,b2198
ccmC,-,b2199
ccmB,-,b2200
ccmA,-,b2201
napC,-,b2202
napB,-,b2203
napH,-,b2204
napG,-,b2205
napA,-,b2206
napD,-,b2207
napF,-,b2208
ccmH,+,b2194
ccmG,+,b2195
ccmF,+,b2196
ccmE,+,b2197
ccmD,+,b2198
ccmC,+,b2199
ccmB,+,b2200
ccmA,+,b2201
napC,+,b2202
napB,+,b2203
napH,+,b2204
napG,+,b2205
napA,+,b2206
napD,+,b2207
napF,+,b2208
napC,-,b2202
napB,-,b2203
napH,-,b2204
napG,-,b2205
napA,-,b2206
napD,-,b2207
napF,-,b2208
narG,-,b1224
narH,-,b1225
narJ,-,b1226
narI,-,b1227
narG,-,b1224
narH,-,b1225
narJ,-,b1226
narI,-,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narG,+,b1224
narH,+,b1225
narJ,+,b1226
narI,+,b1227
narS,-,b4813
narK,-,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narS,+,b4813
narK,+,b1223
narQ,-,b2469
narL,-,b1221
narX,-,b1222
narL,-,b1221
narX,-,b1222
narL,-,b1221
narX,-,b1222
narL,+,b1221
narX,+,b1222
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,+,b1109
ndh,+,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
ndh,-,b1109
gloA,-,b1651
nemA,-,b1650
nemR,-,b1649
gloA,-,b1651
nemA,-,b1650
nemR,-,b1649
nepI,+,b3662
nfeR,+,b3071
nfeR,-,b3071
nfo,+,b2159
nfo,+,b2159
nfo,+,b2159
nfo,+,b2159
nfsB,+,b0578
nfsB,+,b0578
nfsB,+,b0578
nfuA,-,b3414
nhaR,-,b0020
nhaA,-,b0019
nhaR,+,b0020
nhaA,+,b0019
nhaR,+,b0020
nhaA,+,b0019
nhaR,+,b0020
nhaA,+,b0019
nhaR,+,b0020
nhaA,+,b0019
nikR,+,b3481
nikA,+,b3476
nikB,+,b3477
nikC,+,b3478
nikD,+,b3479
nikE,+,b3480
nikR,-,b3481
nikA,-,b3476
nikB,-,b3477
nikC,-,b3478
nikD,-,b3479
nikE,-,b3480
nikR,-,b3481
nikA,-,b3476
nikB,-,b3477
nikC,-,b3478
nikD,-,b3479
nikE,-,b3480
nimR,-,b1790
nimR,-,b1790
nimR,-,b1790
nimT,-,b1791
nimT,-,b1791
nimT,-,b1791
nirB,-,b3365
nirD,-,b3366
nirC,-,b3367
cysG,-,b3368
nirB,-,b3365
nirD,-,b3366
nirC,-,b3367
cysG,-,b3368
nirB,-,b3365
nirD,-,b3366
nirC,-,b3367
cysG,-,b3368
nirB,-,b3365
nirD,-,b3366
nirC,-,b3367
cysG,-,b3368
nirB,-,b3365
nirD,-,b3366
nirC,-,b3367
cysG,-,b3368
nirB,-,b3365
nirD,-,b3366
nirC,-,b3367
cysG,-,b3368
nirB,+,b3365
nirD,+,b3366
nirC,+,b3367
cysG,+,b3368
nirB,-,b3365
nirD,-,b3366
nirC,-,b3367
cysG,-,b3368
nirB,-,b3365
nirD,-,b3366
nirC,-,b3367
cysG,-,b3368
nirB,+,b3365
nirD,+,b3366
nirC,+,b3367
cysG,+,b3368
nirB,+,b3365
nirD,+,b3366
nirC,+,b3367
cysG,+,b3368
nirB,+,b3365
nirD,+,b3366
nirC,+,b3367
cysG,+,b3368
nirB,+,b3365
nirD,+,b3366
nirC,+,b3367
cysG,+,b3368
nirB,+,b3365
nirD,+,b3366
nirC,+,b3367
cysG,+,b3368
nlpA,+,b3661
nlpA,+,b3661
nmpC,+,b0553
nmpC,+,b0553
nmpC,-,b0553
nmpC,-,b0553
nmpC,-,b0553
tfaQ,-,b1546
stfQ,-,b1547
nohA,-,b1548
tfaQ,-,b1546
stfQ,-,b1547
nohA,-,b1548
norR,-,b2709
norR,-,b2709
norR,-,b2709
norR,-,b2709
norW,-,b2711
norV,-,b2710
norW,+,b2711
norV,+,b2710
norW,-,b2711
norV,-,b2710
norW,-,b2711
norV,-,b2710
norW,-,b2711
norV,-,b2710
norW,-,b2711
norV,-,b2710
norW,-,b2711
norV,-,b2710
norW,+,b2711
norV,+,b2710
norW,+,b2711
norV,+,b2710
norW,+,b2711
norV,+,b2710
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,-,b2236
nrdA,-,b2234
nrdB,-,b2235
yfaE,-,b2236
nrdA,-,b2234
nrdB,-,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,-,b2236
nrdA,-,b2234
nrdB,-,b2235
yfaE,+,b2236
nrdA,+,b2234
nrdB,+,b2235
yfaE,-,b2236
nrdA,-,b2234
nrdB,-,b2235
yfaE,-,b2236
nrdA,-,b2234
nrdB,-,b2235
nrdG,+,b4237
nrdD,+,b4238
nrdG,+,b4237
nrdD,+,b4238
nrdG,-,b4237
nrdD,-,b4238
nrdG,-,b4237
nrdD,-,b4238
nrdG,-,b4237
nrdD,-,b4238
nrdH,+,b2673
nrdI,+,b2674
nrdF,+,b2676
nrdE,+,b2675
nrdH,-,b2673
nrdI,-,b2674
nrdF,-,b2676
nrdE,-,b2675
nrdH,-,b2673
nrdI,-,b2674
nrdF,-,b2676
nrdE,-,b2675
nrdH,-,b2673
nrdI,-,b2674
nrdF,-,b2676
nrdE,-,b2675
nrfA,-,b4070
nrfB,-,b4071
nrfC,-,b4072
nrfD,-,b4073
nrfE,-,b4074
nrfF,-,b4075
nrfG,-,b4076
nrfA,+,b4070
nrfB,+,b4071
nrfC,+,b4072
nrfD,+,b4073
nrfE,+,b4074
nrfF,+,b4075
nrfG,+,b4076
nrfA,+,b4070
nrfB,+,b4071
nrfC,+,b4072
nrfD,+,b4073
nrfE,+,b4074
nrfF,+,b4075
nrfG,+,b4076
nrfA,-,b4070
nrfB,-,b4071
nrfC,-,b4072
nrfD,-,b4073
nrfE,-,b4074
nrfF,-,b4075
nrfG,-,b4076
nrfA,-,b4070
nrfB,-,b4071
nrfC,-,b4072
nrfD,-,b4073
nrfE,-,b4074
nrfF,-,b4075
nrfG,-,b4076
nrfA,+,b4070
nrfB,+,b4071
nrfC,+,b4072
nrfD,+,b4073
nrfE,+,b4074
nrfF,+,b4075
nrfG,+,b4076
nrfA,+,b4070
nrfB,+,b4071
nrfC,+,b4072
nrfD,+,b4073
nrfE,+,b4074
nrfF,+,b4075
nrfG,+,b4076
nrfA,-,b4070
nrfB,-,b4071
nrfC,-,b4072
nrfD,-,b4073
nrfE,-,b4074
nrfF,-,b4075
nrfG,-,b4076
nrfA,+,b4070
nrfB,+,b4071
nrfC,+,b4072
nrfD,+,b4073
nrfE,+,b4074
nrfF,+,b4075
nrfG,+,b4076
nrfA,+,b4070
nrfB,+,b4071
nrfC,+,b4072
nrfD,+,b4073
nrfE,+,b4074
nrfF,+,b4075
nrfG,+,b4076
nrfA,+,b4070
nrfB,+,b4071
nrfC,+,b4072
nrfD,+,b4073
nrfE,+,b4074
nrfF,+,b4075
nrfG,+,b4076
nrfA,-,b4070
nrfB,-,b4071
nrfC,-,b4072
nrfD,-,b4073
nrfE,-,b4074
nrfF,-,b4075
nrfG,-,b4076
nrfA,-,b4070
nrfB,-,b4071
nrfC,-,b4072
nrfD,-,b4073
nrfE,-,b4074
nrfF,-,b4075
nrfG,-,b4076
nrfA,+,b4070
nrfB,+,b4071
nrfC,+,b4072
nrfD,+,b4073
nrfE,+,b4074
nrfF,+,b4075
nrfG,+,b4076
nuoN,+,b2276
nuoM,+,b2277
nuoL,+,b2278
nuoK,+,b2279
nuoJ,+,b2280
nuoI,+,b2281
nuoH,+,b2282
nuoG,+,b2283
nuoF,+,b2284
nuoE,+,b2285
nuoC,+,b2286
nuoB,+,b2287
nuoA,+,b2288
nuoN,+,b2276
nuoM,+,b2277
nuoL,+,b2278
nuoK,+,b2279
nuoJ,+,b2280
nuoI,+,b2281
nuoH,+,b2282
nuoG,+,b2283
nuoF,+,b2284
nuoE,+,b2285
nuoC,+,b2286
nuoB,+,b2287
nuoA,+,b2288
nuoN,+,b2276
nuoM,+,b2277
nuoL,+,b2278
nuoK,+,b2279
nuoJ,+,b2280
nuoI,+,b2281
nuoH,+,b2282
nuoG,+,b2283
nuoF,+,b2284
nuoE,+,b2285
nuoC,+,b2286
nuoB,+,b2287
nuoA,+,b2288
nuoN,-,b2276
nuoM,-,b2277
nuoL,-,b2278
nuoK,-,b2279
nuoJ,-,b2280
nuoI,-,b2281
nuoH,-,b2282
nuoG,-,b2283
nuoF,-,b2284
nuoE,-,b2285
nuoC,-,b2286
nuoB,-,b2287
nuoA,-,b2288
nuoN,-,b2276
nuoM,-,b2277
nuoL,-,b2278
nuoK,-,b2279
nuoJ,-,b2280
nuoI,-,b2281
nuoH,-,b2282
nuoG,-,b2283
nuoF,-,b2284
nuoE,-,b2285
nuoC,-,b2286
nuoB,-,b2287
nuoA,-,b2288
nuoN,-,b2276
nuoM,-,b2277
nuoL,-,b2278
nuoK,-,b2279
nuoJ,-,b2280
nuoI,-,b2281
nuoH,-,b2282
nuoG,-,b2283
nuoF,-,b2284
nuoE,-,b2285
nuoC,-,b2286
nuoB,-,b2287
nuoA,-,b2288
nuoN,-,b2276
nuoM,-,b2277
nuoL,-,b2278
nuoK,-,b2279
nuoJ,-,b2280
nuoI,-,b2281
nuoH,-,b2282
nuoG,-,b2283
nuoF,-,b2284
nuoE,-,b2285
nuoC,-,b2286
nuoB,-,b2287
nuoA,-,b2288
nuoN,-,b2276
nuoM,-,b2277
nuoL,-,b2278
nuoK,-,b2279
nuoJ,-,b2280
nuoI,-,b2281
nuoH,-,b2282
nuoG,-,b2283
nuoF,-,b2284
nuoE,-,b2285
nuoC,-,b2286
nuoB,-,b2287
nuoA,-,b2288
nuoN,+,b2276
nuoM,+,b2277
nuoL,+,b2278
nuoK,+,b2279
nuoJ,+,b2280
nuoI,+,b2281
nuoH,+,b2282
nuoG,+,b2283
nuoF,+,b2284
nuoE,+,b2285
nuoC,+,b2286
nuoB,+,b2287
nuoA,+,b2288
nupC,+,b2393
nupC,+,b2393
nupC,+,b2393
nupC,-,b2393
nupG,+,b2964
nupG,+,b2964
nupG,-,b2964
nupG,-,b2964
nupG,+,b2964
nupG,-,b2964
nupG,-,b2964
nupG,-,b2964
nupG,-,b2964
nupG,-,b2964
ogt,-,b1335
ogt,+,b1335
ogt,+,b1335
ogt,+,b1335
ogt,+,b1335
ompA,+,b0957
ompC,+,b2215
ompC,+,b2215
ompC,+,b2215
ompC,+,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,+,b2215
ompC,+,b2215
ompC,+,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompC,-,b2215
ompF,+,b0929
ompF,+,b0929
ompF,+,b0929
ompF,+,b0929
ompF,-,b0929
ompF,-,b0929
ompF,-,b0929
ompF,-,b0929
ompF,-,b0929
ompF,-,b0929
ompF,+,b0929
ompF,+,b0929
ompF,-,b0929
ompF,+,b0929
ompF,-,b0929
ompF,+,b0929
ompF,-,b0929
ompF,+,b0929
ompF,-,b0929
ompF,+,b0929
ompF,+,b0929
ompF,+,b0929
ompF,+,b0929
ompF,+,b0929
ompF,-,b0929
ompF,-,b0929
ompF,-,b0929
ompF,-,b0929
ompF,-,b0929
ompF,-,b0929
ompF,+,b0929
ompF,+,b0929
ompF,+,b0929
ompF,-,b0929
ompF,-,b0929
ompF,+,b0929
ompF,-,b0929
ompF,+,b0929
ompF,-,b0929
ompF,+,b0929
envZ,-,b3404
ompR,-,b3405
envZ,-,b3404
ompR,-,b3405
envZ,-,b3404
ompR,-,b3405
envZ,-,b3404
ompR,-,b3405
envZ,+,b3404
ompR,+,b3405
envZ,+,b3404
ompR,+,b3405
envZ,-,b3404
ompR,-,b3405
ompT,+,b0565
ompW,-,b1256
ompW,-,b1256
ompW,-,b1256
ompW,+,b1256
ompW,-,b1256
ompW,-,b1256
ompW,+,b1256
ompX,-,b0814
omrA,+,b4444
omrB,+,b4445
oppA,-,b1243
oppB,-,b1244
oppC,-,b1245
oppD,-,b1246
oppF,-,b1247
oppA,-,b1243
oppB,-,b1244
oppC,-,b1245
oppD,-,b1246
oppF,-,b1247
oppA,-,b1243
oppB,-,b1244
oppC,-,b1245
oppD,-,b1246
oppF,-,b1247
oppA,-,b1243
oppB,-,b1244
oppC,-,b1245
oppD,-,b1246
oppF,-,b1247
osmB,+,b1283
osmC,-,b1482
osmC,-,b1482
osmC,+,b1482
osmC,+,b1482
osmC,-,b1482
osmC,+,b1482
osmE,-,b1739
osmE,-,b1739
osmE,-,b1739
osmE,-,b1739
osmE,-,b1739
osmE,-,b1739
osmE,-,b1739
osmE,-,b1739
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
osmY,-,b4376
oxyR,+,b3961
oxyR,-,b3961
oxyR,-,b3961
oxyR,+,b3961
oxyR,-,b3961
oxyR,-,b3961
oxyS,+,b4458
oxyS,+,b4458
paaK,+,b1398
paaJ,+,b1397
paaI,+,b1396
paaH,+,b1395
paaG,+,b1394
paaF,+,b1393
paaE,+,b1392
paaD,+,b1391
paaC,+,b1390
paaB,+,b1389
paaA,+,b1388
paaK,+,b1398
paaJ,+,b1397
paaI,+,b1396
paaH,+,b1395
paaG,+,b1394
paaF,+,b1393
paaE,+,b1392
paaD,+,b1391
paaC,+,b1390
paaB,+,b1389
paaA,+,b1388
paaK,+,b1398
paaJ,+,b1397
paaI,+,b1396
paaH,+,b1395
paaG,+,b1394
paaF,+,b1393
paaE,+,b1392
paaD,+,b1391
paaC,+,b1390
paaB,+,b1389
paaA,+,b1388
paaK,+,b1398
paaJ,+,b1397
paaI,+,b1396
paaH,+,b1395
paaG,+,b1394
paaF,+,b1393
paaE,+,b1392
paaD,+,b1391
paaC,+,b1390
paaB,+,b1389
paaA,+,b1388
paaK,+,b1398
paaJ,+,b1397
paaI,+,b1396
paaH,+,b1395
paaG,+,b1394
paaF,+,b1393
paaE,+,b1392
paaD,+,b1391
paaC,+,b1390
paaB,+,b1389
paaA,+,b1388
paaK,-,b1398
paaJ,-,b1397
paaI,-,b1396
paaH,-,b1395
paaG,-,b1394
paaF,-,b1393
paaE,-,b1392
paaD,-,b1391
paaC,-,b1390
paaB,-,b1389
paaA,-,b1388
paaY,-,b1400
paaX,-,b1399
paaZ,+,b1387
paaZ,+,b1387
paaZ,-,b1387
pagP,+,b0622
pagP,+,b0622
pagP,+,b0622
pagP,+,b0622
patA,,b3073
patA,,b3073
patA,+,b3073
patA,+,b3073
patA,+,b3073
patA,,b3073
patA,,b3073
patA,+,b3073
patA,+,b3073
patA,+,b3073
pck,-,b3403
pck,+,b3403
pck,+,b3403
pck,+,b3403
pck,+,b3403
folK,-,b0142
pcnB,-,b0143
